user;date;text;location;retweeter_usr
KimWillful;Thu Feb 10 20:08:04 +0000 2022;RT @AlexKhrebet: The Ukrainian Foreign Ministry strongly protests the decision.@MFA_Ukraine says such aggressive actions of #Russia,which f…;Cherokee Nation;KatyaYushchenko
diannew314159;Thu Feb 10 20:07:59 +0000 2022;RT @IAPonomarenko: The Russian war has cost Ukraine $280 billion in lost GDP. Hostilities in Donbas have cost us $14.6 billion a year. The…;California, USA;KatyaYushchenko
Jsarlat;Thu Feb 10 20:07:56 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";Sarlat France;KatyaYushchenko
mzedp;Thu Feb 10 20:07:56 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";Lejos;KatyaYushchenko
alicespotter;Thu Feb 10 20:07:48 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;UK;KatyaYushchenko
of_thisworld;Thu Feb 10 20:07:45 +0000 2022;RT @WIONews: #GravitasUkraineDirect | 20,000 Indian students are currently in Ukraine. How are they coping under the spectre of war? How sa…;India;KatyaYushchenko
1876Cameron;Thu Feb 10 20:07:43 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Scotland, United Kingdom;KatyaYushchenko
barber_jeanie;Thu Feb 10 20:07:36 +0000 2022;"RT @10DowningStreet: The PM's message today:
 
▪️ Nations have a right to live safely, choose who governs them and decide their destiny.…";cheshire uk;KatyaYushchenko
NukaZurashvili;Thu Feb 10 20:07:19 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Tbilisi, Georgia;KatyaYushchenko
flelizi;Thu Feb 10 20:07:19 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Stroud, England;KatyaYushchenko
DougKlain;Thu Feb 10 20:07:16 +0000 2022;"RT @andrew_danieri: Important #UkraineAlert piece by @Biz_Ukraine_Mag on Russia’s hybrid war against Ukraine in the Black Sea. 

The Russia…";Washington, DC;KatyaYushchenko
__WhiPP__;Thu Feb 10 20:06:58 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";Gold Rush 1809;KatyaYushchenko
Ajatollah_MAP;Thu Feb 10 20:06:50 +0000 2022;RT @olgatokariuk: A heartbreaking long read from the BBC on the hidden costs of Russia's war against Ukraine. Thank you @PaulNiland for you…;Polska;KatyaYushchenko
Hammarstrand;Thu Feb 10 20:06:48 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";Sverige;KatyaYushchenko
redhunky;Thu Feb 10 20:06:47 +0000 2022;RT @WithinSyriaBlog: Some people think that Russia will go to war with Ukraine simply because it moved too much troops and can't keep them…;Владимир;KatyaYushchenko
Mapedorsi;Thu Feb 10 20:06:43 +0000 2022;RT @MelaniePodolyak: I don’t know who this person is, but apart from some MILD inaccuracies (so mild it doesn’t even matter) this is an OUT…;Piazza Ciurchkheli, Ukraine;KatyaYushchenko
pennupa;Thu Feb 10 20:06:37 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Планета земля.;KatyaYushchenko
AlexKokcharov;Thu Feb 10 20:06:27 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";London;KatyaYushchenko
difabio_karen;Thu Feb 10 20:06:25 +0000 2022;"RT @Danaslewis: #UkraineCrisis 
Ukraine now says Russian navy blocking Sea of Azov and Ukraine ports which is an act of war. 
@general_ben…";Massachusetts, USA;KatyaYushchenko
RaisingTheHustl;Thu Feb 10 20:06:24 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Chicago, IL;KatyaYushchenko
HerbWSmithIII;Thu Feb 10 20:06:10 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Colorado, Indiana, Michigan;KatyaYushchenko
AnneMacRae4;Thu Feb 10 20:06:06 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;London, England;KatyaYushchenko
JamesRaxz;Thu Feb 10 20:06:02 +0000 2022;"RT @RameshPonnuru: ""At present, aggression is the only option that is not certain to leave Russia in a worse diplomatic position than befor…";Boston, MA;KatyaYushchenko
TrollColors;Thu Feb 10 20:05:45 +0000 2022;RT @WithinSyriaBlog: Some people think that Russia will go to war with Ukraine simply because it moved too much troops and can't keep them…;Central Coast CA, USA;KatyaYushchenko
RoyWalk11314392;Thu Feb 10 20:05:14 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Earth;KatyaYushchenko
Tiiyee;Thu Feb 10 20:05:07 +0000 2022;RT @maryilyushina: Military presence is hard to miss in Rostov. Every time you hit the road, you see convoys and troops. Folks who live the…;Helsinki, Finland;KatyaYushchenko
Tess3761;Thu Feb 10 20:05:06 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;Florida, Boston;KatyaYushchenko
dana916;Thu Feb 10 20:04:58 +0000 2022;RT @vicktop55: 1/2 Ukraine has nothing to do with it.  NATO is preparing for war with Russia.  British Prime Minister Boris Johnson reveale…;Tennessee, USA;KatyaYushchenko
kukukhahello;Thu Feb 10 20:04:11 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;#KharkivNotKharkov #Ukraine;KatyaYushchenko
MrsSharonHill99;Thu Feb 10 20:04:03 +0000 2022;RT @Reuters: Britain has warned the West faces the ‘most dangerous moment’ as it conducts a flurry of diplomacy over the Ukraine crisis. Bu…;Washington, DC;KatyaYushchenko
GustafReinfeldt;Thu Feb 10 20:04:00 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;New York, NY;KatyaYushchenko
Historian_Matt;Thu Feb 10 20:03:56 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;In the 905, Ontario;KatyaYushchenko
tanjamaier17;Thu Feb 10 20:03:56 +0000 2022;"RT @BuzzFeedNews: Russia, Belarus, and Ukraine have all begun 10 days of military drills, raising concerns that war is near. 
https://t.co/…";Vienna, Austria;KatyaYushchenko
Cnytsarofficial;Thu Feb 10 20:03:50 +0000 2022;RT @WSJ: Residents of Ukraine’s capital are buying guns and learning first aid in case Russia attacks. “The scariest thing is uncertainty,”…;Kanlıca, İstanbul;KatyaYushchenko
ibalamuhammad;Thu Feb 10 20:03:35 +0000 2022;RT @fred_braun9: #BBCNews - Ukraine tensions: Russia accused of sea blockade. #Warning: #Ukraine want to be a #NATO member to get #Europe a…;Nigeria;KatyaYushchenko
tritortilla;Thu Feb 10 20:03:04 +0000 2022;RT @InformNapalm: 7 years ago, Feb 10, 2015, Russian hybrid armed groups shelled Ukrainian city of Kramatorsk using Smerch MLRS. #Ukraine…;Anywhere;KatyaYushchenko
dev_wilkins;Thu Feb 10 20:03:02 +0000 2022;RT @ASBMilitary: If you look past the NATO propaganda: Georgia and Ukraine will never be NATO members. Russia made sure of it in 2008 and i…;philly ovp;KatyaYushchenko
missy9270;Thu Feb 10 20:02:51 +0000 2022;RT @ErnestMoniz: Recommendations from me, Sam Nunn and @JonHuntsman on finding a path forward for Ukraine, Russia and NATO.  Progress on ne…;Minnesota, USA;KatyaYushchenko
Cnytsarofficial;Thu Feb 10 20:02:32 +0000 2022;RT @AJEnglish: Men who left Russia in 2014 to join rebels in eastern Ukraine have differing views on where today’s conflict is headed ⤵️ ht…;Kanlıca, İstanbul;KatyaYushchenko
VolodymTheLittl;Thu Feb 10 20:02:27 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Ukraine;KatyaYushchenko
AnsisEgle;Thu Feb 10 20:02:26 +0000 2022;RT @maryilyushina: Military presence is hard to miss in Rostov. Every time you hit the road, you see convoys and troops. Folks who live the…;Riga;KatyaYushchenko
Ajatollah_MAP;Thu Feb 10 20:02:11 +0000 2022;"RT @Aviation_Intel: Russia looks like it wants to all but wall off Ukraine's coastlines next week:

https://t.co/g12f8yCCBA";Polska;KatyaYushchenko
gruewal;Thu Feb 10 20:01:44 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Deutschland;KatyaYushchenko
realHirondelle;Thu Feb 10 20:01:41 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Anarchist Jurisdiction PDX;KatyaYushchenko
EverythingDoubt;Thu Feb 10 20:01:39 +0000 2022;RT @McFaul: Putin knows one tragic fact about NATO that many on my twitter feed dont. NATO wont accept new members who have Russian soldier…;United States ;KatyaYushchenko
ZeroZhvk;Thu Feb 10 20:01:22 +0000 2022;RT @MelaniePodolyak: I don’t know who this person is, but apart from some MILD inaccuracies (so mild it doesn’t even matter) this is an OUT…;Україна;KatyaYushchenko
Cnytsarofficial;Thu Feb 10 20:01:06 +0000 2022;RT @Reuters: Britain has warned the West faces the ‘most dangerous moment’ as it conducts a flurry of diplomacy over the Ukraine crisis. Bu…;Kanlıca, İstanbul;KatyaYushchenko
sverrehu;Thu Feb 10 20:01:05 +0000 2022;"RT @GicAriana: Russia has blocked all of Ukraine's ports.

UNGA Resolution 3314 on the Definition of Aggression says the blockade of the po…";Oslo, Norway;KatyaYushchenko
mainlymum;Thu Feb 10 20:00:33 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Brighton, England;KatyaYushchenko
sergipolischuk;Thu Feb 10 20:00:30 +0000 2022;"RT @10DowningStreet: The PM's message today:
 
▪️ Nations have a right to live safely, choose who governs them and decide their destiny.…";Winnipeg, Canada;KatyaYushchenko
benstudd;Thu Feb 10 20:00:28 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;South London;KatyaYushchenko
dbrgeo;Thu Feb 10 20:00:22 +0000 2022;RT @julian0liver: A bit tense. Putin puts thermonuclear war on the table, talking up his nukes. Says if Ukraine becomes part of NATO and tr…;Cambridge, MA;KatyaYushchenko
tufkaa;Thu Feb 10 20:00:13 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;NYC;KatyaYushchenko
ibalamuhammad;Thu Feb 10 19:59:59 +0000 2022;"RT @Russ_Warrior: ""If #Ukraine joins #NATO and decides to take #Crimea with military means, European countries will be automatically at war…";Nigeria;KatyaYushchenko
centerstoic;Thu Feb 10 19:59:50 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;The Pirate Island;KatyaYushchenko
LorettaBower3;Thu Feb 10 19:59:40 +0000 2022;RT @olgatokariuk: Ukraine’s GDP increased by 3.2% in 2021. Despite the pandemic, the ongoing war, and the threat of another invasion by Rus…;Lake Havasu City, Az. 86406;KatyaYushchenko
PES04971659;Thu Feb 10 19:59:22 +0000 2022;"RT @elizifferblatt: 🇷🇺#Russia  🇪🇺#EU
❗️Putin's warning about a possible nuclear war that would sweep away all of Eu came at that moment whe…";Virtual;KatyaYushchenko
ibalamuhammad;Thu Feb 10 19:59:21 +0000 2022;"RT @viper202020: President Putin seems more worried about NATO attempting to take back #Crimea

Looks like fear is the dominant emotion on…";Nigeria;KatyaYushchenko
ChristopherJM;Thu Feb 10 19:59:20 +0000 2022;"RT @BuzzFeedNews: Russia, Belarus, and Ukraine have all begun 10 days of military drills, raising concerns that war is near. 
https://t.co/…";New York // Kyiv;KatyaYushchenko
alexbeech34;Thu Feb 10 19:59:19 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;London;KatyaYushchenko
2021_xrp;Thu Feb 10 19:59:01 +0000 2022;RT @blayone: The U.S. encouraging Ukraine to become a member of NATO is a direct provocation to Russia. Don’t believe the FAKE NEWS, Russia…;The Moon After Regulations;KatyaYushchenko
JanPieklo;Thu Feb 10 19:58:48 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Krakow, Poland;KatyaYushchenko
littlejeff5;Thu Feb 10 19:58:40 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Manchester, England;KatyaYushchenko
DarrenAFurniss;Thu Feb 10 19:58:21 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Nottinghamshire, UK;KatyaYushchenko
186tony;Thu Feb 10 19:58:18 +0000 2022;"RT @10DowningStreet: The PM's message today:
 
▪️ Nations have a right to live safely, choose who governs them and decide their destiny.…";England, United Kingdom london;KatyaYushchenko
gon20207;Thu Feb 10 19:58:14 +0000 2022;RT @Reuters: Britain has warned the West faces the ‘most dangerous moment’ as it conducts a flurry of diplomacy over the Ukraine crisis. Bu…;日本 東京;KatyaYushchenko
lzedmitryy;Thu Feb 10 19:58:00 +0000 2022;RT @IAPonomarenko: The Russian war has cost Ukraine $280 billion in lost GDP. Hostilities in Donbas have cost us $14.6 billion a year. The…;Ukraina;KatyaYushchenko
gregorsedlag;Thu Feb 10 19:57:39 +0000 2022;"RT @Aviation_Intel: Russia looks like it wants to all but wall off Ukraine's coastlines next week:

https://t.co/g12f8yCCBA";Berlin, near phuture;KatyaYushchenko
sdeciseychas;Thu Feb 10 19:57:37 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Беларусь;KatyaYushchenko
laniakeaearth;Thu Feb 10 19:57:32 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Planet Earth, Milky Way Galaxy;KatyaYushchenko
donjackson81;Thu Feb 10 19:57:24 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;London, England;KatyaYushchenko
Salguero_26;Thu Feb 10 19:57:20 +0000 2022;RT @nypost: Meet Ukraine's gun-toting female soldiers fighting the propaganda war with Russia https://t.co/l2xZWAuUza https://t.co/4FqIQ47v…;Westchester - LAX, Los Angeles;KatyaYushchenko
plisovyi;Thu Feb 10 19:57:12 +0000 2022;RT @anders_aslund: Right now, the West is failing its litmus test. Russia has blocked all Ukraine's port, which the UN recognizes as an act…;Israel;KatyaYushchenko
cannolibones;Thu Feb 10 19:56:52 +0000 2022;"RT @benandjerrys: You cannot simultaneously prevent and prepare for war. 

We call on President Biden to de-escalate tensions and work for…";New Milford, CT;KatyaYushchenko
GlobalSozial;Thu Feb 10 19:56:49 +0000 2022;RT @julian0liver: A bit tense. Putin puts thermonuclear war on the table, talking up his nukes. Says if Ukraine becomes part of NATO and tr…;Bonn;KatyaYushchenko
davee7953_dave;Thu Feb 10 19:56:48 +0000 2022;RT @STWuk: We reject Keir Starmer's attack in today's Guardian. Stop the War opposes war in Ukraine and believes the differences between Uk…;Beverley, England;KatyaYushchenko
RGSPol2;Thu Feb 10 19:56:43 +0000 2022;RT @mvhaydencenter: An invasion of Ukraine could come any day, but an information war between Moscow and the West has been under way for mo…;Great Lakes;KatyaYushchenko
